game_date,game_month,game_pk,inning,pitcher_name,p_throws,batter_name,stand,at_bat_number,pitch_number,pitch_name,effective_speed,release_spin_rate,release_extension,type,events,description,des,zone,bb_type,launch_speed_angle,hit_location,launch_speed,launch_angle,hit_distance_sc,pfx_x,pfx_z,plate_x,plate_z,release_pos_x,release_pos_z,effective_speed_kh,release_extension_cm,pfx_x_cm,pfx_z_cm,plate_x_cm,plate_z_cm,release_pos_x_cm,release_pos_z_cm,launch_speed_angle_category,launch_speed_kh,hit_distance_sc_m,hc_x,hc_y,hc_x_0,hc_y_0,hc_x_ft,hc_y_ft,hc_x_0_ft,hc_y_0_ft,hc_x_m,hc_y_m,hc_x_0_m,hc_y_0_m,events_summary
2022-08-03,8,663375,3,"Ohtani, Shohei",R,"Kemp, Tony",L,17,5,Slider,84.2,2595,6.7,S,,called_strike,Tony Kemp strikes out swinging.,13,,,,,,,1.4,0.25,-0.93,1.94,-2.74,5.54,134.72,204.22,42.67,7.62,-28.35,59.13,-83.52,168.86,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,3,"Ohtani, Shohei",R,"Kemp, Tony",L,17,6,Slider,86.2,2614,6.8,S,,foul,Tony Kemp strikes out swinging.,4,,,,71.4,-19,6,1.14,0.52,-0.62,2.18,-2.77,5.65,137.92,207.26,34.75,15.85,-18.9,66.45,-84.43,172.21,Unknown,114.24,1.83,,,,,,,,,,,,,other
2022-08-03,8,663375,3,"Ohtani, Shohei",R,"Kemp, Tony",L,17,7,Slider,87.3,2614,6.8,S,strikeout,swinging_strike,Tony Kemp strikes out swinging.,14,,,,,,,1.19,0.43,1.02,1.54,-2.69,5.61,139.68,207.26,36.27,13.11,31.09,46.94,-81.99,170.99,Unknown,,,,,,,,,,,,,,,strikeout
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Laureano, Ramón",R,23,1,Slider,83.3,2446,6.7,S,,called_strike,Ramon Laureano reaches on a throwing error by third baseman Luis Rengifo.,8,,,,,,,1.47,0.17,0.26,1.46,-2.9,5.71,133.28,204.22,44.81,5.18,7.92,44.5,-88.39,174.04,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Laureano, Ramón",R,23,2,Slider,85.8,2536,6.7,S,,foul,Ramon Laureano reaches on a throwing error by third baseman Luis Rengifo.,5,,,,,-41,3,1.17,0.09,-0.01,2.26,-2.76,5.62,137.28,204.22,35.66,2.74,-0.3,68.88,-84.12,171.3,Unknown,,0.91,,,,,,,,,,,,,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Laureano, Ramón",R,23,3,Slider,88.9,2612,6.6,S,,foul,Ramon Laureano reaches on a throwing error by third baseman Luis Rengifo.,2,,,,,,,0.91,0.5,0.05,2.68,-2.83,5.64,142.24,201.17,27.74,15.24,1.52,81.69,-86.26,171.91,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Laureano, Ramón",R,23,4,Slider,87.5,2679,6.8,X,field_error,hit_into_play,Ramon Laureano reaches on a throwing error by third baseman Luis Rengifo.,9,ground_ball,2,,73.1,-23,4,1.42,0.22,0.66,1.87,-2.97,5.54,140,207.26,43.28,6.71,20.12,57,-90.53,168.86,Topped,116.96,1.22,97.8,166.57,-27.62,31.7,244.5,416.42,-69.05,79.25,74.52,126.93,-21.05,24.16,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Murphy, Sean",R,24,1,4-Seam Fastball,98.1,2255,7,B,,ball,Sean Murphy singles on a sharp ground ball to right fielder Taylor Ward.   Ramon Laureano scores.,14,,,,,,,-0.19,0.84,2,0.27,-2.67,5.64,156.96,213.36,-5.79,25.6,60.96,8.23,-81.38,171.91,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Murphy, Sean",R,24,2,Slider,87.4,2651,6.8,S,,foul,Sean Murphy singles on a sharp ground ball to right fielder Taylor Ward.   Ramon Laureano scores.,6,,,,85.9,45,260,1.25,0.52,0.46,2.55,-2.89,5.5,139.84,207.26,38.1,15.85,14.02,77.72,-88.09,167.64,Unknown,137.44,79.25,,,,,,,,,,,,,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Murphy, Sean",R,24,3,4-Seam Fastball,98.3,2272,6.9,X,single,hit_into_play,Sean Murphy singles on a sharp ground ball to right fielder Taylor Ward.   Ramon Laureano scores.,6,ground_ball,4,,103,2,78,0.16,1.15,0.35,2.44,-2.64,5.8,157.28,210.31,4.88,35.05,10.67,74.37,-80.47,176.78,Flare/Burner,164.8,23.77,175.33,116.9,49.91,81.37,438.33,292.25,124.78,203.43,133.6,89.08,38.03,62,hits
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Brown, Seth",L,25,1,Slider,86,2572,6.8,B,,ball,Seth Brown strikes out swinging.,14,,,,,,,1.1,0.14,0.62,1.08,-2.74,5.58,137.6,207.26,33.53,4.27,18.9,32.92,-83.52,170.08,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Brown, Seth",L,25,2,Slider,85.4,2653,6.8,S,,swinging_strike,Seth Brown strikes out swinging.,14,,,,,,,1.31,0.1,0.08,1.44,-2.77,5.54,136.64,207.26,39.93,3.05,2.44,43.89,-84.43,168.86,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Brown, Seth",L,25,3,Slider,88.7,2541,6.8,S,,foul,Seth Brown strikes out swinging.,5,,,,70.7,30,203,1.36,0.44,-0.2,2.67,-2.72,5.62,141.92,207.26,41.45,13.41,-6.1,81.38,-82.91,171.3,Unknown,113.12,61.87,,,,,,,,,,,,,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Brown, Seth",L,25,4,Split-Finger,90.3,1327,6.9,S,strikeout,swinging_strike,Seth Brown strikes out swinging.,14,,,,,,,-0.38,0.3,0.16,1.13,-2.29,5.92,144.48,210.31,-11.58,9.14,4.88,34.44,-69.8,180.44,Unknown,,,,,,,,,,,,,,,strikeout
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Andrus, Elvis",R,26,1,Slider,85.5,2585,6.7,S,,called_strike,Elvis Andrus flies out to right fielder Taylor Ward.,8,,,,,,,1.21,0.48,0.01,1.83,-2.68,5.66,136.8,204.22,36.88,14.63,0.3,55.78,-81.69,172.52,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Andrus, Elvis",R,26,2,Slider,86.7,2682,7,B,,ball,Elvis Andrus flies out to right fielder Taylor Ward.,14,,,,,,,1.37,0.49,2.55,1.74,-2.76,5.38,138.72,213.36,41.76,14.94,77.72,53.04,-84.12,163.98,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Andrus, Elvis",R,26,3,Slider,85.4,2641,6.7,X,field_out,hit_into_play,Elvis Andrus flies out to right fielder Taylor Ward.,6,fly_ball,3,,79.2,52,217,1.63,0.25,0.51,2.62,-2.69,5.67,136.64,204.22,49.68,7.62,15.54,79.86,-81.99,172.82,Under,126.72,66.14,190.01,139.47,64.59,58.8,475.02,348.68,161.47,147,144.79,106.28,49.22,44.81,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Lowrie, Jed",L,27,1,Curveball,76.3,2455,6.6,S,,called_strike,"Jed Lowrie grounds out softly, second baseman David Fletcher to first baseman Jared Walsh.",5,,,,,,,1.1,-1.24,-0.02,2.18,-2.16,6.05,122.08,201.17,33.53,-37.8,-0.61,66.45,-65.84,184.4,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Lowrie, Jed",L,27,2,4-Seam Fastball,98.6,2189,6.8,B,,ball,"Jed Lowrie grounds out softly, second baseman David Fletcher to first baseman Jared Walsh.",11,,,,,,,-0.18,1.1,-1.3,3.88,-2.66,5.75,157.76,207.26,-5.49,33.53,-39.62,118.26,-81.08,175.26,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Lowrie, Jed",L,27,3,Slider,85,2450,6.7,S,,swinging_strike,"Jed Lowrie grounds out softly, second baseman David Fletcher to first baseman Jared Walsh.",13,,,,,,,1,0.2,-0.17,1.43,-2.62,5.73,136,204.22,30.48,6.1,-5.18,43.59,-79.86,174.65,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Lowrie, Jed",L,27,4,Slider,89.4,2441,6.9,B,,blocked_ball,"Jed Lowrie grounds out softly, second baseman David Fletcher to first baseman Jared Walsh.",14,,,,,,,0.62,0.65,0.34,0.49,-2.56,5.84,143.04,210.31,18.9,19.81,10.36,14.94,-78.03,178,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Lowrie, Jed",L,27,5,Slider,85.6,2540,6.7,S,,foul,"Jed Lowrie grounds out softly, second baseman David Fletcher to first baseman Jared Walsh.",6,,,,71.2,-26,5,1.34,0.14,0.53,2.41,-2.76,5.58,136.96,204.22,40.84,4.27,16.15,73.46,-84.12,170.08,Unknown,113.92,1.52,,,,,,,,,,,,,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Lowrie, Jed",L,27,6,Split-Finger,87.3,1185,6.7,B,,ball,"Jed Lowrie grounds out softly, second baseman David Fletcher to first baseman Jared Walsh.",11,,,,,,,-0.47,-0.04,-1.61,3.49,-2.58,5.85,139.68,204.22,-14.33,-1.22,-49.07,106.38,-78.64,178.31,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,4,"Ohtani, Shohei",R,"Lowrie, Jed",L,27,7,Slider,86.3,2657,6.8,X,field_out,hit_into_play,"Jed Lowrie grounds out softly, second baseman David Fletcher to first baseman Jared Walsh.",5,ground_ball,1,,59.2,-26,5,1.29,0.17,-0.11,2.48,-2.86,5.56,138.08,207.26,39.32,5.18,-3.35,75.59,-87.17,169.47,Weak,94.72,1.52,134.56,160.7,9.14,37.57,336.4,401.75,22.85,93.93,102.53,122.45,6.96,28.63,other
2022-08-03,8,663375,5,"Ohtani, Shohei",R,"Pinder, Chad",R,33,1,Slider,82.3,2468,6.7,S,,called_strike,Chad Pinder lines out sharply to left fielder Magneuris Sierra.,8,,,,,,,0.99,0.43,0.15,1.72,-2.76,5.75,131.68,204.22,30.18,13.11,4.57,52.43,-84.12,175.26,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,5,"Ohtani, Shohei",R,"Pinder, Chad",R,33,2,Slider,85.3,2472,6.7,B,,ball,Chad Pinder lines out sharply to left fielder Magneuris Sierra.,14,,,,,,,1.35,0.39,2.08,0.78,-2.66,5.71,136.48,204.22,41.15,11.89,63.4,23.77,-81.08,174.04,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,5,"Ohtani, Shohei",R,"Pinder, Chad",R,33,3,Slider,85.7,2541,6.8,S,,foul,Chad Pinder lines out sharply to left fielder Magneuris Sierra.,5,,,,82.2,-48,2,1.07,0.21,-0.12,2.36,-2.85,5.69,137.12,207.26,32.61,6.4,-3.66,71.93,-86.87,173.43,Unknown,131.52,0.61,,,,,,,,,,,,,other
2022-08-03,8,663375,5,"Ohtani, Shohei",R,"Pinder, Chad",R,33,4,Split-Finger,90.7,1141,6.9,B,,ball,Chad Pinder lines out sharply to left fielder Magneuris Sierra.,14,,,,,,,-0.42,-0.01,0.62,0.47,-2.12,6.13,145.12,210.31,-12.8,-0.3,18.9,14.33,-64.62,186.84,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,5,"Ohtani, Shohei",R,"Pinder, Chad",R,33,5,Slider,86.8,2551,6.7,S,,foul,Chad Pinder lines out sharply to left fielder Magneuris Sierra.,3,,,,72.6,42,237,1.48,0.48,0.69,3.17,-2.86,5.59,138.88,204.22,45.11,14.63,21.03,96.62,-87.17,170.38,Unknown,116.16,72.24,,,,,,,,,,,,,other
2022-08-03,8,663375,5,"Ohtani, Shohei",R,"Pinder, Chad",R,33,6,Curveball,80,2546,6.6,B,,ball,Chad Pinder lines out sharply to left fielder Magneuris Sierra.,11,,,,,,,0.94,-1.05,-1.59,2.7,-2.25,6.26,128,201.17,28.65,-32,-48.46,82.3,-68.58,190.8,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,5,"Ohtani, Shohei",R,"Pinder, Chad",R,33,7,Slider,87.1,2588,6.8,X,field_out,hit_into_play,Chad Pinder lines out sharply to left fielder Magneuris Sierra.,8,line_drive,4,,102.7,14,289,1.28,0.45,0.1,1.92,-2.87,5.63,139.36,207.26,39.01,13.72,3.05,58.52,-87.48,171.6,Flare/Burner,164.32,88.09,70.94,96.36,-54.48,101.91,177.35,240.9,-136.2,254.78,54.06,73.43,-41.51,77.66,other
2022-08-03,8,663375,5,"Ohtani, Shohei",R,"Machín, Vimael",L,34,1,4-Seam Fastball,99.4,2304,6.8,X,single,hit_into_play,Vimael Machin singles on a line drive to center fielder Mickey Moniak.,3,line_drive,4,,76.7,21,218,-0.06,1,0.36,2.8,-2.62,5.81,159.04,207.26,-1.83,30.48,10.97,85.34,-79.86,177.09,Flare/Burner,122.72,66.45,103.41,94.27,-22.01,104,258.52,235.67,-55.03,260,78.8,71.83,-16.77,79.25,hits
2022-08-03,8,663375,5,"Ohtani, Shohei",R,"Bolt, Skye",L,35,1,Slider,84.9,2367,6.8,S,,swinging_strike,Skye Bolt strikes out swinging.,8,,,,,,,1.22,0.24,0.24,1.56,-2.84,5.65,135.84,207.26,37.19,7.32,7.32,47.55,-86.56,172.21,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,5,"Ohtani, Shohei",R,"Bolt, Skye",L,35,2,Slider,85.3,2540,6.8,S,,swinging_strike,Skye Bolt strikes out swinging.,14,,,,,,,1.32,0.25,0.97,1.9,-2.84,5.57,136.48,207.26,40.23,7.62,29.57,57.91,-86.56,169.77,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,5,"Ohtani, Shohei",R,"Bolt, Skye",L,35,3,Slider,85.7,2618,6.8,S,strikeout,swinging_strike,Skye Bolt strikes out swinging.,14,,,,,,,1.33,-0.09,0.64,0.99,-2.76,5.62,137.12,207.26,40.54,-2.74,19.51,30.18,-84.12,171.3,Unknown,,,,,,,,,,,,,,,strikeout
2022-08-03,8,663375,5,"Ohtani, Shohei",R,"Kemp, Tony",L,36,1,4-Seam Fastball,98,2135,6.8,X,single,hit_into_play,"Tony Kemp singles on a ground ball to left fielder Magneuris Sierra.  Vimael Machin out at 3rd on the throw, left fielder Magneuris Sierra to third baseman Luis Rengifo.",13,ground_ball,2,,72.9,-11,9,-0.62,1.19,-1.27,2.05,-2.65,5.76,156.8,207.26,-18.9,36.27,-38.71,62.48,-80.77,175.56,Topped,116.64,2.74,66.91,131.44,-58.51,66.83,167.27,328.6,-146.28,167.08,50.99,100.16,-44.58,50.92,hits
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Laureano, Ramón",R,42,1,Cutter,91.5,2449,6.9,B,,ball,Ramon Laureano singles on a line drive to left fielder Magneuris Sierra.,14,,,,,,,0.3,0.64,1.88,1.85,-2.68,5.84,146.4,210.31,9.14,19.51,57.3,56.39,-81.69,178,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Laureano, Ramón",R,42,2,Slider,84.1,2434,6.6,B,,ball,Ramon Laureano singles on a line drive to left fielder Magneuris Sierra.,11,,,,,,,1.07,0.65,-1.31,3.31,-2.73,5.8,134.56,201.17,32.61,19.81,-39.93,100.89,-83.21,176.78,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Laureano, Ramón",R,42,3,Slider,85.1,2489,6.7,X,single,hit_into_play,Ramon Laureano singles on a line drive to left fielder Magneuris Sierra.,5,line_drive,5,,99,21,277,0.89,0.65,-0.14,2.51,-2.86,5.7,136.16,204.22,27.13,19.81,-4.27,76.5,-87.17,173.74,Solid Contact,158.4,84.43,42.36,96.77,-83.06,101.5,105.9,241.92,-207.65,253.75,32.28,73.74,-63.29,77.34,hits
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Murphy, Sean",R,43,1,Slider,84.1,2521,6.6,B,,ball,Sean Murphy homers (13) on a fly ball to left field.   Ramon Laureano scores.,11,,,,,,,1,0.32,-1.02,2.94,-2.88,5.72,134.56,201.17,30.48,9.75,-31.09,89.61,-87.78,174.35,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Murphy, Sean",R,43,2,Slider,85.2,2551,6.8,B,,ball,Sean Murphy homers (13) on a fly ball to left field.   Ramon Laureano scores.,14,,,,,,,1.11,0.31,0.9,1.79,-2.75,5.59,136.32,207.26,33.83,9.45,27.43,54.56,-83.82,170.38,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Murphy, Sean",R,43,3,Cutter,90.1,2416,6.7,S,,called_strike,Sean Murphy homers (13) on a fly ball to left field.   Ramon Laureano scores.,14,,,,,,,0.37,0.52,0.89,2,-2.84,5.67,144.16,204.22,11.28,15.85,27.13,60.96,-86.56,172.82,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Murphy, Sean",R,43,4,Slider,85.5,2514,6.8,X,home_run,hit_into_play,Sean Murphy homers (13) on a fly ball to left field.   Ramon Laureano scores.,5,fly_ball,6,,111.7,22,395,1.1,0.39,-0.1,2.28,-2.86,5.53,136.8,207.26,33.53,11.89,-3.05,69.49,-87.17,168.55,Barrel,178.72,120.4,39.79,63.6,-85.63,134.67,99.47,159,-214.07,336.68,30.32,48.46,-65.25,102.62,hits
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Brown, Seth",L,44,1,4-Seam Fastball,100.1,2177,6.9,X,field_out,hit_into_play,"Seth Brown grounds out, second baseman David Fletcher to first baseman Jared Walsh.",6,ground_ball,2,,78.6,-23,6,-0.43,1.17,0.42,2.56,-2.57,5.84,160.16,210.31,-13.11,35.66,12.8,78.03,-78.33,178,Topped,125.76,1.83,144.65,139.71,19.23,58.56,361.63,349.28,48.08,146.4,110.22,106.46,14.65,44.62,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Andrus, Elvis",R,45,1,Curveball,76.5,2581,6.5,S,,called_strike,Elvis Andrus lines out to right fielder Taylor Ward.,11,,,,,,,0.97,-1.36,-0.86,3.09,-2.21,6.21,122.4,198.12,29.57,-41.45,-26.21,94.18,-67.36,189.28,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Andrus, Elvis",R,45,2,Cutter,91.8,2548,6.7,B,,ball,Elvis Andrus lines out to right fielder Taylor Ward.,14,,,,,,,0.52,0.07,1.13,1.97,-2.62,5.86,146.88,204.22,15.85,2.13,34.44,60.05,-79.86,178.61,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Andrus, Elvis",R,45,3,Slider,82.1,2475,6.7,S,,swinging_strike,Elvis Andrus lines out to right fielder Taylor Ward.,14,,,,,,,1.25,0.1,0.85,1.02,-2.9,5.58,131.36,204.22,38.1,3.05,25.91,31.09,-88.39,170.08,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Andrus, Elvis",R,45,4,4-Seam Fastball,100,2199,6.9,B,,ball,Elvis Andrus lines out to right fielder Taylor Ward.,12,,,,,,,-0.24,1.03,1.71,2.52,-2.5,5.8,160,210.31,-7.32,31.39,52.12,76.81,-76.2,176.78,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Andrus, Elvis",R,45,5,Slider,82.5,2507,6.6,X,field_out,hit_into_play,Elvis Andrus lines out to right fielder Taylor Ward.,12,line_drive,4,,81.7,21,258,1.2,0.36,0.96,2.67,-2.85,5.48,132,201.17,36.58,10.97,29.26,81.38,-86.87,167.03,Flare/Burner,130.72,78.64,167.76,104.17,42.34,94.1,419.4,260.43,105.85,235.25,127.83,79.38,32.26,71.7,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Lowrie, Jed",L,46,1,Split-Finger,93.5,2359,6.8,B,,ball,Jed Lowrie walks.,13,,,,,,,0.15,0.51,-1,2.1,-2.79,5.66,149.6,207.26,4.57,15.54,-30.48,64.01,-85.04,172.52,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Lowrie, Jed",L,46,2,Slider,85.4,2442,6.8,S,,foul,Jed Lowrie walks.,6,,,,59.3,78,85,1.21,0.54,0.72,2.25,-2.53,5.89,136.64,207.26,36.88,16.46,21.95,68.58,-77.11,179.53,Unknown,94.88,25.91,,,,,,,,,,,,,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Lowrie, Jed",L,46,3,Cutter,91.7,2421,6.8,B,,ball,Jed Lowrie walks.,14,,,,,,,0.27,0.43,0.87,1.15,-2.75,5.66,146.72,207.26,8.23,13.11,26.52,35.05,-83.82,172.52,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Lowrie, Jed",L,46,4,Slider,85.1,2444,6.8,B,,ball,Jed Lowrie walks.,13,,,,,,,1.02,0.14,-1.05,1.99,-2.92,5.63,136.16,207.26,31.09,4.27,-32,60.66,-89,171.6,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Lowrie, Jed",L,46,5,4-Seam Fastball,97.4,2064,6.8,B,walk,ball,Jed Lowrie walks.,14,,,,,,,-0.22,1.1,0.89,1.58,-2.4,5.82,155.84,207.26,-6.71,33.53,27.13,48.16,-73.15,177.39,Unknown,,,,,,,,,,,,,,,walk
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Pinder, Chad",R,47,1,Slider,83.6,2465,6.7,S,,called_strike,Chad Pinder singles on a ground ball to right fielder Taylor Ward.   Jed Lowrie to 2nd.,1,,,,,,,1.16,0.31,-0.77,3,-2.94,5.65,133.76,204.22,35.36,9.45,-23.47,91.44,-89.61,172.21,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Pinder, Chad",R,47,2,4-Seam Fastball,97.2,2242,6.9,B,,ball,Chad Pinder singles on a ground ball to right fielder Taylor Ward.   Jed Lowrie to 2nd.,14,,,,,,,-0.33,1.35,1.73,2.34,-2.43,5.84,155.52,210.31,-10.06,41.15,52.73,71.32,-74.07,178,Unknown,,,,,,,,,,,,,,,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Pinder, Chad",R,47,3,Slider,84.3,2380,6.7,S,,foul,Chad Pinder singles on a ground ball to right fielder Taylor Ward.   Jed Lowrie to 2nd.,1,,,,77.1,87,81,1.13,0.57,-0.39,3.46,-2.63,5.62,134.88,204.22,34.44,17.37,-11.89,105.46,-80.16,171.3,Unknown,123.36,24.69,,,,,,,,,,,,,other
2022-08-03,8,663375,6,"Ohtani, Shohei",R,"Pinder, Chad",R,47,4,4-Seam Fastball,98.6,2144,6.9,X,single,hit_into_play,Chad Pinder singles on a ground ball to right fielder Taylor Ward.   Jed Lowrie to 2nd.,4,ground_ball,4,,96,5,111,-0.64,1.24,-0.37,2.62,-2.33,5.85,157.76,210.31,-19.51,37.8,-11.28,79.86,-71.02,178.31,Flare/Burner,153.6,33.83,185.02,120.53,59.6,77.74,462.55,301.32,149,194.35,140.99,91.84,45.42,59.24,hits
2022-07-28,7,663380,1,"Ohtani, Shohei",R,"Semien, Marcus",R,1,1,4-Seam Fastball,94.9,2093,6.8,S,,called_strike,Marcus Semien singles on a ground ball to second baseman David Fletcher.,11,,,,,,,-0.27,1.3,-0.84,2.96,-2.24,6.07,151.84,207.26,-8.23,39.62,-25.6,90.22,-68.28,185.01,Unknown,,,,,,,,,,,,,,,other
2022-07-28,7,663380,1,"Ohtani, Shohei",R,"Semien, Marcus",R,1,2,4-Seam Fastball,98.7,2150,6.9,S,,foul,Marcus Semien singles on a ground ball to second baseman David Fletcher.,11,,,,62.4,45,176,-0.35,1.41,-0.91,2.88,-2.2,5.96,157.92,210.31,-10.67,42.98,-27.74,87.78,-67.06,181.66,Unknown,99.84,53.64,,,,,,,,,,,,,other
2022-07-28,7,663380,1,"Ohtani, Shohei",R,"Semien, Marcus",R,1,3,4-Seam Fastball,100.1,2212,6.8,X,single,hit_into_play,Marcus Semien singles on a ground ball to second baseman David Fletcher.,5,ground_ball,4,,108.1,6,151,-0.39,1.25,0.19,2.36,-2.16,6.05,160.16,207.26,-11.89,38.1,5.79,71.93,-65.84,184.4,Flare/Burner,172.96,46.02,137.31,136.37,11.89,61.9,343.27,340.93,29.73,154.75,104.63,103.91,9.06,47.17,hits
2022-07-28,7,663380,1,"Ohtani, Shohei",R,"Seager, Corey",L,2,1,Curveball,77.3,2403,6.7,B,,ball,Corey Seager singles on a line drive to center fielder Magneuris Sierra.   Marcus Semien to 2nd.,12,,,,,,,0.85,-0.87,0.18,3.89,-2.03,6.31,123.68,204.22,25.91,-26.52,5.49,118.57,-61.87,192.33,Unknown,,,,,,,,,,,,,,,other
2022-07-28,7,663380,1,"Ohtani, Shohei",R,"Seager, Corey",L,2,2,Cutter,89.4,2358,6.6,S,,called_strike,Corey Seager singles on a line drive to center fielder Magneuris Sierra.   Marcus Semien to 2nd.,4,,,,,,,0.48,0.43,-0.61,2.61,-2.53,5.83,143.04,201.17,14.63,13.11,-18.59,79.55,-77.11,177.7,Unknown,,,,,,,,,,,,,,,other
2022-07-28,7,663380,1,"Ohtani, Shohei",R,"Seager, Corey",L,2,3,Slider,90.5,2332,6.6,S,,foul,Corey Seager singles on a line drive to center fielder Magneuris Sierra.   Marcus Semien to 2nd.,2,,,,75.7,34,218,0.57,0.18,-0.2,2.93,-2.45,5.79,144.8,201.17,17.37,5.49,-6.1,89.31,-74.68,176.48,Unknown,121.12,66.45,,,,,,,,,,,,,other
2022-07-28,7,663380,1,"Ohtani, Shohei",R,"Seager, Corey",L,2,4,Split-Finger,90.1,1188,6.8,B,,blocked_ball,Corey Seager singles on a line drive to center fielder Magneuris Sierra.   Marcus Semien to 2nd.,14,,,,,,,-0.6,0.81,0.39,1.34,-1.93,6.14,144.16,207.26,-18.29,24.69,11.89,40.84,-58.83,187.15,Unknown,,,,,,,,,,,,,,,other
2022-07-28,7,663380,1,"Ohtani, Shohei",R,"Seager, Corey",L,2,5,Curveball,81.7,2567,6.6,X,single,hit_into_play,Corey Seager singles on a line drive to center fielder Magneuris Sierra.   Marcus Semien to 2nd.,1,line_drive,4,,94.2,13,180,0.6,-0.97,-0.56,2.99,-2.1,6.29,130.72,201.17,18.29,-29.57,-17.07,91.14,-64.01,191.72,Flare/Burner,150.72,54.86,126.67,89.73,1.25,108.54,316.68,224.33,3.13,271.35,96.52,68.37,0.95,82.71,hits
2022-07-28,7,663380,1,"Ohtani, Shohei",R,"Heim, Jonah",L,3,1,Slider,84.7,2517,6.9,S,,called_strike,Jonah Heim singles on a line drive to left fielder Brandon Marsh.   Marcus Semien to 3rd.    Corey Seager to 2nd.,6,,,,,,,1.35,0.54,0.51,2.83,-2.54,5.79,135.52,210.31,41.15,16.46,15.54,86.26,-77.42,176.48,Unknown,,,,,,,,,,,,,,,other
