game_date,game_month,game_pk,inning,pitcher_name,p_throws,batter_name,stand,at_bat_number,pitch_number,pitch_name,effective_speed,release_spin_rate,release_extension,type,events,description,des,zone,bb_type,launch_speed_angle,hit_location,launch_speed,launch_angle,hit_distance_sc,pfx_x,pfx_z,plate_x,plate_z,release_pos_x,release_pos_z,effective_speed_kh,release_extension_cm,pfx_x_cm,pfx_z_cm,plate_x_cm,plate_z_cm,release_pos_x_cm,release_pos_z_cm,launch_speed_angle_category,launch_speed_kh,hit_distance_sc_m,hc_x,hc_y,hc_x_0,hc_y_0,hc_x_ft,hc_y_ft,hc_x_0_ft,hc_y_0_ft,hc_x_m,hc_y_m,hc_x_0_m,hc_y_0_m,events_summary
2022-09-17,9,663426,1,"Ohtani, Shohei",R,"Crawford, J.P.",L,1,1,Cutter,91.7,2350,6.8,S,,called_strike,"J.P. Crawford grounds out, shortstop Luis Rengifo to first baseman Mike Ford.",8,,,,,,,0.25,0.65,-0.14,1.61,-2.43,5.86,146.72,207.26,7.62,19.81,-4.27,49.07,-74.07,178.61,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,1,"Ohtani, Shohei",R,"Crawford, J.P.",L,1,2,Cutter,94,2329,6.7,B,,ball,"J.P. Crawford grounds out, shortstop Luis Rengifo to first baseman Mike Ford.",11,,,,,,,0.11,0.76,-0.72,3.45,-2.34,5.87,150.4,204.22,3.35,23.16,-21.95,105.16,-71.32,178.92,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,1,"Ohtani, Shohei",R,"Crawford, J.P.",L,1,3,Slider,87.5,2473,6.7,S,,foul,"J.P. Crawford grounds out, shortstop Luis Rengifo to first baseman Mike Ford.",11,,,,,,,0.74,0.91,-0.45,3.42,-2.38,5.84,140,204.22,22.56,27.74,-13.72,104.24,-72.54,178,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,1,"Ohtani, Shohei",R,"Crawford, J.P.",L,1,4,Slider,87.5,2485,6.7,S,,foul,"J.P. Crawford grounds out, shortstop Luis Rengifo to first baseman Mike Ford.",13,,,,78.4,-37,2,0.51,-0.4,-0.53,1.32,-1.84,6.29,140,204.22,15.54,-12.19,-16.15,40.23,-56.08,191.72,Unknown,125.44,0.61,,,,,,,,,,,,,other
2022-09-17,9,663426,1,"Ohtani, Shohei",R,"Crawford, J.P.",L,1,5,4-Seam Fastball,99.3,2365,6.8,S,,foul,"J.P. Crawford grounds out, shortstop Luis Rengifo to first baseman Mike Ford.",1,,,,99.4,-11,15,-0.23,1.22,-0.55,3.18,-2.05,6.01,158.88,207.26,-7.01,37.19,-16.76,96.93,-62.48,183.18,Unknown,159.04,4.57,,,,,,,,,,,,,other
2022-09-17,9,663426,1,"Ohtani, Shohei",R,"Crawford, J.P.",L,1,6,Split-Finger,91.1,1309,6.9,B,,ball,"J.P. Crawford grounds out, shortstop Luis Rengifo to first baseman Mike Ford.",14,,,,,,,-0.92,0.03,0.2,0.47,-1.83,6.13,145.76,210.31,-28.04,0.91,6.1,14.33,-55.78,186.84,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,1,"Ohtani, Shohei",R,"Crawford, J.P.",L,1,7,Cutter,91.1,2532,6.8,B,,ball,"J.P. Crawford grounds out, shortstop Luis Rengifo to first baseman Mike Ford.",13,,,,,,,0.04,0.26,-1.09,1.63,-2.1,6.13,145.76,207.26,1.22,7.92,-33.22,49.68,-64.01,186.84,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,1,"Ohtani, Shohei",R,"Crawford, J.P.",L,1,8,4-Seam Fastball,98.6,2238,6.8,X,field_out,hit_into_play,"J.P. Crawford grounds out, shortstop Luis Rengifo to first baseman Mike Ford.",4,ground_ball,2,,90.5,-15,9,-0.3,1.13,-0.62,2.48,-2.21,5.86,157.76,207.26,-9.14,34.44,-18.9,75.59,-67.36,178.61,Topped,144.8,2.74,104.56,149.6,-20.86,48.67,261.4,374,-52.15,121.68,79.67,114,-15.9,37.09,other
2022-09-17,9,663426,1,"Ohtani, Shohei",R,"France, Ty",R,2,1,Sinker,97.5,1817,7,B,,ball,Ty France strikes out swinging.,13,,,,,,,-1.39,0.57,-0.28,0.74,-2.19,5.82,156,213.36,-42.37,17.37,-8.53,22.56,-66.75,177.39,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,1,"Ohtani, Shohei",R,"France, Ty",R,2,2,Slider,87.2,2401,6.8,S,,called_strike,Ty France strikes out swinging.,6,,,,,,,1.07,0.56,0.53,2.36,-2.3,5.8,139.52,207.26,32.61,17.07,16.15,71.93,-70.1,176.78,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,1,"Ohtani, Shohei",R,"France, Ty",R,2,3,Slider,87.1,2445,6.9,S,,swinging_strike,Ty France strikes out swinging.,5,,,,,,,1.32,0.4,0.23,2.06,-2.31,5.73,139.36,210.31,40.23,12.19,7.01,62.79,-70.41,174.65,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,1,"Ohtani, Shohei",R,"France, Ty",R,2,4,Slider,88.9,2579,6.9,S,strikeout,swinging_strike,Ty France strikes out swinging.,14,,,,,,,1.48,0.57,1.59,1.77,-2.38,5.69,142.24,210.31,45.11,17.37,48.46,53.95,-72.54,173.43,Unknown,,,,,,,,,,,,,,,strikeout
2022-09-17,9,663426,1,"Ohtani, Shohei",R,"Santana, Carlos",L,3,1,Slider,85.8,2458,6.7,S,,swinging_strike,Carlos Santana strikes out swinging.,11,,,,,,,1.34,0.42,-0.97,2.67,-2.51,5.76,137.28,204.22,40.84,12.8,-29.57,81.38,-76.5,175.56,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,1,"Ohtani, Shohei",R,"Santana, Carlos",L,3,2,Cutter,93.4,2431,6.8,S,,swinging_strike,Carlos Santana strikes out swinging.,2,,,,,,,0.23,0.48,0.14,2.86,-2.37,5.75,149.44,207.26,7.01,14.63,4.27,87.17,-72.24,175.26,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,1,"Ohtani, Shohei",R,"Santana, Carlos",L,3,3,Sinker,102,1875,6.8,S,,foul,Carlos Santana strikes out swinging.,13,,,,80.1,10,129,-1.41,0.39,-0.93,1.16,-2.37,5.8,163.2,207.26,-42.98,11.89,-28.35,35.36,-72.24,176.78,Unknown,128.16,39.32,,,,,,,,,,,,,other
2022-09-17,9,663426,1,"Ohtani, Shohei",R,"Santana, Carlos",L,3,4,Slider,87.2,2624,6.5,S,strikeout,swinging_strike,Carlos Santana strikes out swinging.,13,,,,,,,0.86,-0.36,-0.64,1.01,-1.93,6.32,139.52,198.12,26.21,-10.97,-19.51,30.78,-58.83,192.63,Unknown,,,,,,,,,,,,,,,strikeout
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Winker, Jesse",L,9,1,Cutter,92.2,2377,6.8,S,,foul,Jesse Winker called out on strikes.,9,,,,,,,0.24,0.67,0.82,1.97,-2.38,5.83,147.52,207.26,7.32,20.42,24.99,60.05,-72.54,177.7,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Winker, Jesse",L,9,2,Slider,85.4,2407,6.7,S,,called_strike,Jesse Winker called out on strikes.,4,,,,,,,0.56,-0.18,-0.67,2.18,-1.79,6.34,136.64,204.22,17.07,-5.49,-20.42,66.45,-54.56,193.24,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Winker, Jesse",L,9,3,4-Seam Fastball,99,2297,6.6,B,,ball,Jesse Winker called out on strikes.,11,,,,,,,-0.28,1.23,-1.66,4.48,-2.4,5.97,158.4,201.17,-8.53,37.49,-50.6,136.55,-73.15,181.97,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Winker, Jesse",L,9,4,Slider,86.3,2592,6.6,S,,foul,Jesse Winker called out on strikes.,13,,,,72.7,-32,2,0.8,-0.31,-0.51,1.26,-1.88,6.31,138.08,201.17,24.38,-9.45,-15.54,38.4,-57.3,192.33,Unknown,116.32,0.61,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Winker, Jesse",L,9,5,Split-Finger,90.8,1330,6.9,B,,ball,Jesse Winker called out on strikes.,14,,,,,,,-0.58,-0.16,0.24,-0.57,-1.87,6.27,145.28,210.31,-17.68,-4.88,7.32,-17.37,-57,191.11,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Winker, Jesse",L,9,6,Slider,86.9,2601,6.8,B,,ball,Jesse Winker called out on strikes.,14,,,,,,,0.57,-0.81,0.86,-0.76,-1.81,6.25,139.04,207.26,17.37,-24.69,26.21,-23.16,-55.17,190.5,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Winker, Jesse",L,9,7,Cutter,93.3,2538,6.8,S,,foul,Jesse Winker called out on strikes.,14,,,,,,,0.32,0.51,0.53,1.22,-2.5,5.8,149.28,207.26,9.75,15.54,16.15,37.19,-76.2,176.78,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Winker, Jesse",L,9,8,Slider,88.1,2608,6.8,S,strikeout,called_strike,Jesse Winker called out on strikes.,12,,,,,,,0.88,0.47,0.91,2.48,-2.54,5.72,140.96,207.26,26.82,14.33,27.74,75.59,-77.42,174.35,Unknown,,,,,,,,,,,,,,,strikeout
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Raleigh, Cal",L,10,1,Slider,86.5,2574,6.9,S,,swinging_strike,Cal Raleigh singles on a sharp line drive to center fielder Mike Trout.,14,,,,,,,0.87,0.37,1.41,0.87,-2.41,5.71,138.4,210.31,26.52,11.28,42.98,26.52,-73.46,174.04,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Raleigh, Cal",L,10,2,Slider,88.8,2507,6.9,B,,ball,Cal Raleigh singles on a sharp line drive to center fielder Mike Trout.,14,,,,,,,0.96,0.37,1.02,0.81,-2.31,5.76,142.08,210.31,29.26,11.28,31.09,24.69,-70.41,175.56,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Raleigh, Cal",L,10,3,Cutter,96,2427,6.9,B,,ball,Cal Raleigh singles on a sharp line drive to center fielder Mike Trout.,14,,,,,,,0.16,0.68,0.63,1,-2.49,5.73,153.6,210.31,4.88,20.73,19.2,30.48,-75.9,174.65,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Raleigh, Cal",L,10,4,Cutter,95.5,2427,6.8,X,single,hit_into_play,Cal Raleigh singles on a sharp line drive to center fielder Mike Trout.,8,line_drive,5,,108,15,322,0.11,0.77,-0.19,1.99,-2.4,5.65,152.8,207.26,3.35,23.47,-5.79,60.66,-73.15,172.21,Solid Contact,172.8,98.15,140.09,70.45,14.67,127.82,350.23,176.13,36.68,319.55,106.75,53.68,11.18,97.4,hits
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Frazier, Adam",L,11,1,Cutter,92.5,2449,6.8,S,,called_strike,"Adam Frazier grounds into a force out, shortstop Luis Rengifo to second baseman Michael Stefanic.   Cal Raleigh out at 2nd.    Adam Frazier to 1st.",12,,,,,,,0.22,0.55,0.83,2.72,-2.28,5.7,148,207.26,6.71,16.76,25.3,82.91,-69.49,173.74,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Frazier, Adam",L,11,2,Slider,86.8,2576,6.8,S,,foul,"Adam Frazier grounds into a force out, shortstop Luis Rengifo to second baseman Michael Stefanic.   Cal Raleigh out at 2nd.    Adam Frazier to 1st.",9,,,,74.3,-25,4,0.86,0.46,0.73,1.77,-2.54,5.61,138.88,207.26,26.21,14.02,22.25,53.95,-77.42,170.99,Unknown,118.88,1.22,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Frazier, Adam",L,11,3,Cutter,92.8,2440,6.8,S,,foul,"Adam Frazier grounds into a force out, shortstop Luis Rengifo to second baseman Michael Stefanic.   Cal Raleigh out at 2nd.    Adam Frazier to 1st.",11,,,,78.2,11,140,0.25,0.38,-0.09,3.58,-2.49,5.57,148.48,207.26,7.62,11.58,-2.74,109.12,-75.9,169.77,Unknown,125.12,42.67,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Frazier, Adam",L,11,4,Split-Finger,91,1447,7,B,,blocked_ball,"Adam Frazier grounds into a force out, shortstop Luis Rengifo to second baseman Michael Stefanic.   Cal Raleigh out at 2nd.    Adam Frazier to 1st.",14,,,,,,,-1.03,0.3,0.09,-0.04,-1.76,6.13,145.6,213.36,-31.39,9.14,2.74,-1.22,-53.64,186.84,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Frazier, Adam",L,11,5,Slider,86.5,2519,6.8,S,,foul,"Adam Frazier grounds into a force out, shortstop Luis Rengifo to second baseman Michael Stefanic.   Cal Raleigh out at 2nd.    Adam Frazier to 1st.",9,,,,88.3,-16,7,0.69,-0.38,0.82,1.94,-1.85,6.16,138.4,207.26,21.03,-11.58,24.99,59.13,-56.39,187.76,Unknown,141.28,2.13,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Frazier, Adam",L,11,6,Split-Finger,90.5,1467,7,B,,blocked_ball,"Adam Frazier grounds into a force out, shortstop Luis Rengifo to second baseman Michael Stefanic.   Cal Raleigh out at 2nd.    Adam Frazier to 1st.",14,,,,,,,-0.72,0.35,1.02,-0.75,-1.78,6.03,144.8,213.36,-21.95,10.67,31.09,-22.86,-54.25,183.79,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Frazier, Adam",L,11,7,Sinker,98.8,2032,6.9,B,,ball,"Adam Frazier grounds into a force out, shortstop Luis Rengifo to second baseman Michael Stefanic.   Cal Raleigh out at 2nd.    Adam Frazier to 1st.",14,,,,,,,-1.5,0.61,1.13,2.26,-2.17,5.65,158.08,210.31,-45.72,18.59,34.44,68.88,-66.14,172.21,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Frazier, Adam",L,11,8,Cutter,94.3,2334,6.7,X,force_out,hit_into_play,"Adam Frazier grounds into a force out, shortstop Luis Rengifo to second baseman Michael Stefanic.   Cal Raleigh out at 2nd.    Adam Frazier to 1st.",4,ground_ball,2,,95.2,1,62,0.07,0.63,-0.82,2.3,-2.5,5.61,150.88,204.22,2.13,19.2,-24.99,70.1,-76.2,170.99,Topped,152.32,18.9,119.58,178.82,-5.84,19.45,298.95,447.05,-14.6,48.63,91.12,136.26,-4.45,14.82,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Haggerty, Sam",L,12,1,Curveball,75.5,2451,6.8,S,,called_strike,"Sam Haggerty grounds out, pitcher Shohei Ohtani to first baseman Mike Ford.",8,,,,,,,0.89,-1.1,-0.07,1.82,-1.77,6.21,120.8,207.26,27.13,-33.53,-2.13,55.47,-53.95,189.28,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Haggerty, Sam",L,12,2,Slider,84.3,2574,6.8,S,,swinging_strike,"Sam Haggerty grounds out, pitcher Shohei Ohtani to first baseman Mike Ford.",11,,,,,,,0.86,-0.59,-0.94,2.7,-1.92,6.15,134.88,207.26,26.21,-17.98,-28.65,82.3,-58.52,187.45,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Haggerty, Sam",L,12,3,Split-Finger,90.3,1231,6.9,B,,ball,"Sam Haggerty grounds out, pitcher Shohei Ohtani to first baseman Mike Ford.",13,,,,,,,-0.41,-0.06,-0.9,1.97,-1.9,6.13,144.48,210.31,-12.5,-1.83,-27.43,60.05,-57.91,186.84,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Haggerty, Sam",L,12,4,Slider,87.8,2557,6.7,S,,foul,"Sam Haggerty grounds out, pitcher Shohei Ohtani to first baseman Mike Ford.",5,,,,91.3,-32,4,0.42,-0.65,0.03,2.37,-1.82,6.24,140.48,204.22,12.8,-19.81,0.91,72.24,-55.47,190.2,Unknown,146.08,1.22,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Haggerty, Sam",L,12,5,Sinker,99.7,2013,6.8,S,,foul,"Sam Haggerty grounds out, pitcher Shohei Ohtani to first baseman Mike Ford.",4,,,,73.9,43,216,-1.42,0.38,-0.53,2.09,-2.46,5.59,159.52,207.26,-43.28,11.58,-16.15,63.7,-74.98,170.38,Unknown,118.24,65.84,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Haggerty, Sam",L,12,6,Slider,87.7,2516,6.8,B,,ball,"Sam Haggerty grounds out, pitcher Shohei Ohtani to first baseman Mike Ford.",14,,,,,,,1.16,0.57,1.53,1.1,-2.37,5.71,140.32,207.26,35.36,17.37,46.63,33.53,-72.24,174.04,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,2,"Ohtani, Shohei",R,"Haggerty, Sam",L,12,7,Slider,88.6,2554,6.7,X,field_out,hit_into_play,"Sam Haggerty grounds out, pitcher Shohei Ohtani to first baseman Mike Ford.",7,ground_ball,2,,67,-1,29,0.41,-0.48,-0.55,1.81,-2.12,6.04,141.76,204.22,12.5,-14.63,-16.76,55.17,-64.62,184.1,Topped,107.2,8.84,132.43,179.29,7.01,18.98,331.08,448.22,17.53,47.45,100.91,136.62,5.34,14.46,other
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"Trammell, Taylor",L,16,1,Slider,84,2356,6.7,X,field_out,hit_into_play,"Taylor Trammell grounds out, second baseman Michael Stefanic to first baseman Mike Ford.",8,ground_ball,2,,87.3,-5,18,1.02,0.5,-0.14,1.91,-2.55,5.8,134.4,204.22,31.09,15.24,-4.27,58.22,-77.72,176.78,Topped,139.68,5.49,139.15,162.82,13.73,35.45,347.88,407.05,34.33,88.63,106.03,124.07,10.46,27.01,other
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"Toro, Abraham",L,17,1,Slider,84.1,2431,6.7,B,,ball,Abraham Toro strikes out swinging.,13,,,,,,,1.17,0.3,-0.13,1.21,-2.51,5.79,134.56,204.22,35.66,9.14,-3.96,36.88,-76.5,176.48,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"Toro, Abraham",L,17,2,Slider,85.9,2429,6.8,S,,called_strike,Abraham Toro strikes out swinging.,4,,,,,,,0.9,0.84,-0.42,2.11,-2.57,5.78,137.44,207.26,27.43,25.6,-12.8,64.31,-78.33,176.17,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"Toro, Abraham",L,17,3,4-Seam Fastball,98.4,2195,6.8,B,,ball,Abraham Toro strikes out swinging.,11,,,,,,,-0.31,1.18,-2.44,3.39,-2.37,5.89,157.44,207.26,-9.45,35.97,-74.37,103.33,-72.24,179.53,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"Toro, Abraham",L,17,4,Slider,85.4,2543,6.8,S,,swinging_strike,Abraham Toro strikes out swinging.,8,,,,,,,1.36,0.17,-0.07,1.74,-2.47,5.72,136.64,207.26,41.45,5.18,-2.13,53.04,-75.29,174.35,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"Toro, Abraham",L,17,5,Slider,87.8,2542,6.9,S,,foul,Abraham Toro strikes out swinging.,5,,,,74,34,227,1.38,0.49,-0.07,2.37,-2.79,5.72,140.48,210.31,42.06,14.94,-2.13,72.24,-85.04,174.35,Unknown,118.4,69.19,,,,,,,,,,,,,other
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"Toro, Abraham",L,17,6,Slider,88.8,2677,6.8,S,,foul,Abraham Toro strikes out swinging.,5,,,,,,,1.47,0.44,0.23,2.37,-2.59,5.74,142.08,207.26,44.81,13.41,7.01,72.24,-78.94,174.96,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"Toro, Abraham",L,17,7,Slider,87.7,2668,6.8,S,strikeout,swinging_strike_blocked,Abraham Toro strikes out swinging.,14,,,,,,,0.75,-0.38,0.86,0.91,-2.06,6.24,140.32,207.26,22.86,-11.58,26.21,27.74,-62.79,190.2,Unknown,,,,,,,,,,,,,,,strikeout
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"Crawford, J.P.",L,18,1,Slider,86.6,2534,6.9,S,,called_strike,J.P. Crawford singles on a ground ball to right fielder Taylor Ward.,9,,,,,,,1.09,0.3,0.31,1.63,-2.54,5.71,138.56,210.31,33.22,9.14,9.45,49.68,-77.42,174.04,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"Crawford, J.P.",L,18,2,Sinker,100.1,2089,6.7,B,,ball,J.P. Crawford singles on a ground ball to right fielder Taylor Ward.,13,,,,,,,-1.41,0.43,-0.94,2.29,-2.47,5.74,160.16,204.22,-42.98,13.11,-28.65,69.8,-75.29,174.96,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"Crawford, J.P.",L,18,3,Slider,87.2,2476,6.7,X,single,hit_into_play,J.P. Crawford singles on a ground ball to right fielder Taylor Ward.,5,ground_ball,4,,91.9,7,117,1,0.36,-0.15,2.27,-2.5,5.74,139.52,204.22,30.48,10.97,-4.57,69.19,-76.2,174.96,Flare/Burner,147.04,35.66,166.2,101.48,40.78,96.79,415.5,253.7,101.95,241.98,126.64,77.33,31.07,73.75,hits
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"France, Ty",R,19,1,Sinker,98.3,2032,6.9,B,,ball,"Ty France grounds into a force out, shortstop Luis Rengifo to second baseman Michael Stefanic.   J.P. Crawford out at 2nd.",14,,,,,,,-1.12,0.43,1.04,2.2,-2.16,5.75,157.28,210.31,-34.14,13.11,31.7,67.06,-65.84,175.26,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"France, Ty",R,19,2,Slider,86.2,2521,6.8,S,,foul,"Ty France grounds into a force out, shortstop Luis Rengifo to second baseman Michael Stefanic.   J.P. Crawford out at 2nd.",2,,,,73.2,17,159,0.94,0.62,-0.09,2.94,-2.65,5.57,137.92,207.26,28.65,18.9,-2.74,89.61,-80.77,169.77,Unknown,117.12,48.46,,,,,,,,,,,,,other
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"France, Ty",R,19,3,Slider,88.3,2645,6.8,S,,swinging_strike,"Ty France grounds into a force out, shortstop Luis Rengifo to second baseman Michael Stefanic.   J.P. Crawford out at 2nd.",14,,,,,,,1.51,0.33,1.07,1.37,-2.43,5.67,141.28,207.26,46.02,10.06,32.61,41.76,-74.07,172.82,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"France, Ty",R,19,4,Slider,87.9,2690,6.7,S,,foul,"Ty France grounds into a force out, shortstop Luis Rengifo to second baseman Michael Stefanic.   J.P. Crawford out at 2nd.",6,,,,82.4,51,225,1.61,0.12,0.49,2.2,-2.51,5.66,140.64,204.22,49.07,3.66,14.94,67.06,-76.5,172.52,Unknown,131.84,68.58,,,,,,,,,,,,,other
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"France, Ty",R,19,5,Split-Finger,89,1276,6.9,B,,ball,"Ty France grounds into a force out, shortstop Luis Rengifo to second baseman Michael Stefanic.   J.P. Crawford out at 2nd.",11,,,,,,,-0.41,0.11,-1.19,3.72,-1.86,6.14,142.4,210.31,-12.5,3.35,-36.27,113.39,-56.69,187.15,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,3,"Ohtani, Shohei",R,"France, Ty",R,19,6,Slider,87.6,2741,6.8,X,force_out,hit_into_play,"Ty France grounds into a force out, shortstop Luis Rengifo to second baseman Michael Stefanic.   J.P. Crawford out at 2nd.",12,ground_ball,2,,81.8,-28,4,1.2,0.2,1.08,2.37,-2.48,5.63,140.16,207.26,36.58,6.1,32.92,72.24,-75.59,171.6,Topped,130.88,1.22,110.66,134.84,-14.76,63.43,276.65,337.1,-36.9,158.58,84.32,102.75,-11.25,48.33,other
2022-09-17,9,663426,4,"Ohtani, Shohei",R,"Santana, Carlos",L,23,1,Slider,84.2,2371,6.7,X,field_out,hit_into_play,Carlos Santana lines out to pitcher Shohei Ohtani.,4,line_drive,4,,90.4,4,103,1.09,0.6,-0.79,2.52,-2.51,5.84,134.72,204.22,33.22,18.29,-24.08,76.81,-76.5,178,Flare/Burner,144.64,31.39,130.61,180.5,5.19,17.77,326.53,451.25,12.98,44.43,99.52,137.54,3.95,13.54,other
2022-09-17,9,663426,4,"Ohtani, Shohei",R,"Winker, Jesse",L,24,1,Cutter,93.6,2462,6.7,B,,ball,Jesse Winker flies out to center fielder Mike Trout.,11,,,,,,,0.13,0.64,-0.86,2.69,-2.49,5.74,149.76,204.22,3.96,19.51,-26.21,81.99,-75.9,174.96,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,4,"Ohtani, Shohei",R,"Winker, Jesse",L,24,2,Slider,86.5,2465,6.7,S,,foul,Jesse Winker flies out to center fielder Mike Trout.,9,,,,91.2,-2,30,1.24,0.56,0.32,2.1,-2.42,5.82,138.4,204.22,37.8,17.07,9.75,64.01,-73.76,177.39,Unknown,145.92,9.14,,,,,,,,,,,,,other
2022-09-17,9,663426,4,"Ohtani, Shohei",R,"Winker, Jesse",L,24,3,Slider,86.4,2476,6.8,B,,ball,Jesse Winker flies out to center fielder Mike Trout.,11,,,,,,,0.52,-0.24,-1.35,2.71,-2.19,6.2,138.24,207.26,15.85,-7.32,-41.15,82.6,-66.75,188.98,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,4,"Ohtani, Shohei",R,"Winker, Jesse",L,24,4,Cutter,91.3,2479,6.7,S,,swinging_strike,Jesse Winker flies out to center fielder Mike Trout.,2,,,,,,,0.46,0.26,0.07,3.09,-2.63,5.64,146.08,204.22,14.02,7.92,2.13,94.18,-80.16,171.91,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,4,"Ohtani, Shohei",R,"Winker, Jesse",L,24,5,Sinker,99.7,2108,6.9,B,,ball,Jesse Winker flies out to center fielder Mike Trout.,14,,,,,,,-1.27,0.33,0.66,1.18,-2.44,5.63,159.52,210.31,-38.71,10.06,20.12,35.97,-74.37,171.6,Unknown,,,,,,,,,,,,,,,other
2022-09-17,9,663426,4,"Ohtani, Shohei",R,"Winker, Jesse",L,24,6,Cutter,94,2409,6.7,X,field_out,hit_into_play,Jesse Winker flies out to center fielder Mike Trout.,5,fly_ball,3,,97,45,322,0.38,0.39,-0.24,2.69,-2.61,5.66,150.4,204.22,11.58,11.89,-7.32,81.99,-79.55,172.52,Under,155.2,98.15,100.78,71.87,-24.64,126.4,251.95,179.68,-61.6,316,76.79,54.76,-18.78,96.32,other
2022-09-17,9,663426,4,"Ohtani, Shohei",R,"Raleigh, Cal",L,25,1,Slider,86.3,2398,7,S,,foul_tip,Cal Raleigh strikes out swinging.,9,,,,,,,1.05,0.41,0.54,1.73,-2.47,5.66,138.08,213.36,32,12.5,16.46,52.73,-75.29,172.52,Unknown,,,,,,,,,,,,,,,other
